timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-09T20:47:50,FORACCA_Model_Training,07603130-4e71-424a-bf70-4f2a03662175,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.24049571400019,4.1159591159211776e-05,6.595564366284656e-06,42.5,0.0,10.0,7.361808642777703e-05,0.0,1.7318064583333933e-05,9.093615101111096e-05,0.0,United States,USA,iowa,,,Linux-6.6.122+-x86_64-with-glibc2.35,3.12.13,3.2.6,2,Intel(R) Xeon(R) CPU @ 2.20GHz,0,,-95.8517,41.2591,12.671405792236328,machine,93.68333333333334,0,11.950000000000001,1.1947428385416667,N,1.0,0.0
